,Match ID,Team ID,Team Name,Formation,Period,Timestamp,Shots_tg,Total_xg,Mean_xg,Goals,Shots_tg_against,Total_xg_against,Mean_xg_against,Goals_against,xg_per_minute,xg_per_minute_against,pass_accuracy,pass_accuracy_against,possession_ratio,possession_ratio_against
21,265894,223,Málaga,442,1,00:00:00.000,6.0,0.8901789769999999,0.06358421264285714,1.0,5.0,2.312880462,0.21026186018181817,2.0,0.009465555075087166,0.024593590683229593,0.3089171974522293,0.15577889447236182,0.39642263322748533,0.6035773667725146
22,265894,217,Barcelona,433,1,00:00:00.000,5.0,2.312880462,0.21026186018181817,2.0,6.0,0.8901789769999999,0.06358421264285714,1.0,0.024593590683229593,0.009465555075087166,0.15577889447236182,0.3089171974522293,0.5939194795629417,0.40608052043705833
23,16023,207,Valencia,442,1,00:00:00.000,3.0,1.4555395149999997,0.14555395149999997,1.0,5.0,0.4316095640000001,0.04316095640000001,1.0,0.015816637553470028,0.00469009049087838,0.24776119402985075,0.09205426356589147,0.31425336830176887,0.6857466316982311
24,16023,217,Barcelona,41221,1,00:00:00.000,5.0,0.4316095640000001,0.04316095640000001,1.0,3.0,1.4555395149999997,0.14555395149999997,1.0,0.00469009049087838,0.015816637553470028,0.09205426356589147,0.24776119402985075,0.6853778947255943,0.3146221052744057
25,16136,217,Barcelona,41221,1,00:00:00.000,2.0,0.744313701,0.08270152233333333,1.0,2.0,0.6459476829999999,0.1291895366,1.0,0.010680471622462873,0.00926897608979677,0.13106796116504854,0.3347457627118644,0.7278488565782414,0.2721511434217586
26,16136,217,Barcelona,4231,2,00:24:41.353,5.0,0.829077928,0.13817965466666668,2.0,0.0,0.0,0.0,0.0,0.03036079545863745,0.0,0.10476190476190476,0.3333333333333333,0.7143021060745797,0.28569789392542033
27,16136,205,Leganés,541,1,00:00:00.000,0.0,0.014103699,0.014103699,0.0,2.0,0.529895469,0.0883159115,1.0,0.00031341553333333333,0.011775454866666665,0.3532934131736527,0.14320987654320988,0.2430266666666666,0.7569733333333334
28,16136,205,Leganés,5122,2,00:00:00.000,2.0,0.631843984,0.157960996,1.0,5.0,1.0434961600000001,0.1159440177777778,2.0,0.012151609216476417,0.020068494559273595,0.31333333333333335,0.10638297872340426,0.29588204900051357,0.7041179509994864
29,16120,216,Getafe,442,1,00:00:00.000,1.0,1.2942821115,0.1848974445,1.0,6.0,1.394711583,0.19924451185714287,2.0,0.022661863701267115,0.02442030490546921,0.302158273381295,0.08208955223880597,0.26048138084672817,0.7395186191532719
30,16120,216,Getafe,4222,2,00:12:06.767,1.0,0.132146244,0.044048748,0.0,2.0,0.7431657259999999,0.12386095433333331,0.0,0.0036547984779306862,0.02055390211646918,0.3523809523809524,0.1222707423580786,0.2931264880163553,0.7068735119836447
31,16120,217,Barcelona,41221,1,00:00:00.000,8.0,2.1378773090000003,0.1644521006923077,2.0,2.0,1.4264283555000001,0.14264283555,1.0,0.022921455831851074,0.015293587901537157,0.09411764705882353,0.3237704918032787,0.7150598390116686,0.2849401609883314
32,265857,220,Real Madrid,433,1,00:00:00.000,7.0,2.575978139,0.19815216453846154,3.0,5.0,1.675372777,0.1523066160909091,3.0,0.03956897923916625,0.02573499736947003,0.1673469387755102,0.10982658959537572,0.3966025073366827,0.6033974926633173
33,265857,220,Real Madrid,41212,2,00:20:06.057,0.0,0.0,0.0,0.0,1.0,0.920553665,0.15342561083333334,1.0,0.0,0.03757494816143154,0.2702702702702703,0.07792207792207792,0.27610364448266145,0.7238963555173386
34,265857,220,Real Madrid,433,2,00:44:36.005,0.0,0.0,0.0,0.0,0.0,0.09366717,0.09366717,0.0,0.0,0.027546196978757275,0.42857142857142855,0.13793103448275862,0.449284881042241,0.550715118957759
35,265857,217,Barcelona,433,1,00:00:00.000,6.0,2.689593612,0.14942186733333332,4.0,7.0,2.575978139,0.19815216453846154,3.0,0.028920221482799276,0.027698555641397435,0.10398860398860399,0.19631901840490798,0.6298051962831006,0.3701948037168994
36,16289,217,Barcelona,433,1,00:00:00.000,12.0,2.085675485,0.09068154282608695,1.0,2.0,0.7432442530000001,0.10617775042857144,0.0,0.02257853361397907,0.008046009779779938,0.13692307692307693,0.2196969696969697,0.607959900809316,0.39204009919068405
37,16289,221,Levante,4141,1,00:00:00.000,2.0,0.7432442530000001,0.10617775042857144,0.0,12.0,2.085675485,0.09068154282608695,1.0,0.008046009779779938,0.02257853361397907,0.2196969696969697,0.13692307692307693,0.38165733746916547,0.6183426625308346
38,16079,217,Barcelona,4141,1,00:00:00.000,5.0,0.774839807,0.05960306207692308,1.0,2.0,0.629186739,0.057198794454545454,0.0,0.00933915689953831,0.007583598082525799,0.09672619047619048,0.1457286432160804,0.5726106853606278,0.42738931463937224
39,16079,217,Barcelona,41221,2,00:37:58.007,2.0,0.380946475,0.12698215833333334,1.0,0.0,0.08051071,0.08051071,0.0,0.03447937056502219,0.0072870043082641405,0.1590909090909091,0.2127659574468085,0.5888383375168943,0.4111616624831057
40,16079,222,Villarreal,4321,1,00:00:00.000,2.0,0.513085087,0.05700945411111111,0.0,5.0,0.652961571,0.0652961571,1.0,0.007724108197863953,0.009829842946597327,0.1551155115511551,0.09433962264150944,0.3714574540713823,0.6285425459286177
41,16079,222,Villarreal,4222,2,00:21:25.587,0.0,0.19661236199999998,0.065537454,0.0,2.0,0.5028247109999999,0.08380411849999998,1.0,0.00712651100806364,0.018225638518436182,0.14788732394366197,0.12781954887218044,0.5389535150652556,0.4610464849347444
42,16248,217,Barcelona,433,1,00:00:00.000,11.0,2.2446387835000006,0.11223193917500003,2.0,2.0,0.505094841,0.056121649,0.0,0.024369899978666128,0.005483782444370417,0.09736842105263158,0.1834862385321101,0.6566354608163225,0.3433645391836775
43,16248,212,Atlético Madrid,442,1,00:00:00.000,1.0,0.172506565,0.04312664125,0.0,1.0,0.8848530705,0.17697061409999998,0.0,0.004021824230044254,0.02062949615260124,0.16589861751152074,0.11518324607329843,0.30376012654858586,0.6962398734514141
44,16248,212,Atlético Madrid,41212,1,00:42:53.557,1.0,0.33258827599999996,0.0665176552,0.0,10.0,1.3597857129999997,0.09065238086666665,2.0,0.006757946373419161,0.027629834215189046,0.2009132420091324,0.07936507936507936,0.35558393478331507,0.6444160652166849
45,16131,217,Barcelona,433,1,00:00:00.000,6.0,1.5634156670000001,0.2233450952857143,3.0,0.0,0.37990034000000006,0.0422111488888889,0.0,0.023628281719927417,0.0057415263569929485,0.14526315789473684,0.23853211009174313,0.5600119193113999,0.43998808068860007
46,16131,217,Barcelona,41221,2,00:21:10.028,0.0,0.0,0.0,0.0,0.0,0.092168026,0.092168026,0.0,0.0,0.015354300279038795,0.15789473684210525,0.2727272727272727,0.44239445809559436,0.5576055419044057
47,16131,217,Barcelona,442,2,00:27:10.193,0.0,0.0,0.0,0.0,1.0,0.36774200799999995,0.0735484016,0.0,0.0,0.017666343047564446,0.15942028985507245,0.20512820512820512,0.5957966560925216,0.40420334390747836
48,16131,322,Eibar,4231,1,00:00:00.000,1.0,0.839810374,0.05598735826666667,0.0,6.0,1.5634156670000001,0.2233450952857143,3.0,0.009031593237035528,0.01681347933045727,0.2317596566523605,0.1490015360983103,0.4361380432255729,0.5638619567744271
49,16275,206,Deportivo Alavés,343,1,00:00:00.000,1.0,0.037723908,0.012574636,0.0,5.0,2.0910445469999996,0.16084958053846152,2.0,0.0005338953718764979,0.029593938306468347,0.36538461538461536,0.10920436817472699,0.20318662323987519,0.7968133767601249
50,16275,206,Deportivo Alavés,433,2,00:25:39.472,0.0,0.254029704,0.08467656800000001,0.0,0.0,0.100908816,0.100908816,0.0,0.02255932933805582,0.008961295381650629,0.17391304347826086,0.1111111111111111,0.3827562678444312,0.6172437321555688
51,16275,206,Deportivo Alavés,442,2,00:36:55.103,0.0,0.0,0.0,0.0,0.0,0.36674341,0.183371705,0.0,0.0,0.02970492256062249,0.2807017543859649,0.14018691588785046,0.3576480244285372,0.6423519755714628
52,16275,217,Barcelona,433,1,00:00:00.000,5.0,2.5586967729999994,0.15991854831249996,2.0,1.0,0.291753612,0.048625602,0.0,0.027143771606732533,0.003095049594439482,0.11344019728729964,0.3127413127413127,0.7542718404717498,0.24572815952825022
53,265830,212,Atlético Madrid,442,1,00:00:00.000,2.0,0.707388906,0.08842361325,0.0,3.0,0.52472575,0.06559071875,0.0,0.007605795282555319,0.005641814000946887,0.3237822349570201,0.15796344647519583,0.3773812386723948,0.6226187613276052
54,265830,217,Barcelona,41212,1,00:00:00.000,2.0,0.36718611,0.073437222,0.0,1.0,0.486178432,0.0972356864,0.0,0.005163998452992054,0.006837471795232402,0.14516129032258066,0.3333333333333333,0.6588648243208404,0.34113517567915963
55,265830,217,Barcelona,433,2,00:26:06.300,1.0,0.15753963999999998,0.05251321333333333,0.0,1.0,0.22121047400000002,0.07373682466666667,0.0,0.007193076294389903,0.010100212344018015,0.21232876712328766,0.29411764705882354,0.4988014556036321,0.5011985443963679
56,16182,217,Barcelona,41221,1,00:00:00.000,8.0,3.7416162209999997,0.18708081105,1.0,0.0,0.374027226,0.03400247509090909,0.0,0.03979366101654056,0.003977936742647291,0.1078167115902965,0.22107438016528927,0.5868839388491701,0.4131160611508299
57,16182,901,Real Valladolid,3412,1,00:00:00.000,0.0,0.374027226,0.03400247509090909,0.0,8.0,3.7416162209999997,0.18708081105,1.0,0.003977936742647291,0.03979366101654056,0.22107438016528927,0.1078167115902965,0.4100621002189829,0.5899378997810172
